date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude,month,day,year,time
7/4/2012 21:00,port elgin (canada),on,ca,flare,60,1 minute,A orange glowing ball the size of a large beach ball slowly passing over head,10/30/2012,44.433333,-81.383333,7,4,2012,21:00
7/4/2013 6:50,selangor (malaysia),,my,round,120,1-2 minute,3 purple object flying in Selangor&#44 cheras in Malaysia.,7/14/2013,3.509247,101.524805,7,4,2013,6:50
7/4/2013 14:00,salmon arm (canada),bc,ca,other/unspecified,20,20 seconds,Bird like object travels silently in a too fast perfectly straight line until out of view.,7/5/2013,50.7,-119.283333,7,4,2013,14:00
7/4/2013 22:20,tiny (canada),on,ca,other/unspecified,65,65 seconds,Hovering Craft with Orange/Red Lights Flickering All Over It,7/5/2013,44.699827,-80.002503,7,4,2013,22:20
7/4/2013 22:27,rusagonis (canada),nb,ca,light,120,2 minutes,Bright moving light,7/5/2013,45.802758,-66.620402,7,4,2013,22:27
7/5/1973 15:00,dryden (canada),on,ca,round,30,20-30 seconds,silver ball with a yellow ring at the mid piont of the sphere  hovering and then departing south at a fantastic rate.,6/4/2004,49.783333,-92.833333,7,5,1973,15:00
7/5/1986 1:15,coventry (uk/england),,gb,triangle,180,3mins,ORANGE TRIANGLE ACCROSS SKY AT NIGHT,8/16/2002,52.416667,-1.55,7,5,1986,1:15
7/5/1996 13:30,london (uk/england),,gb,light,90,90 seconds,A simple pulsating light in an occean of blue,12/9/2000,51.514125,-0.093689,7,5,1996,13:30
7/5/1997 13:21,wairoa (new zealand),,nz,egg/teardrop,30,0.5 min,Green craft with a red tail&#44 heading west to east towards the sea.,8/10/1999,-39.035173,177.418031,7,5,1997,13:21
7/5/1999 23:00,leicester (uk/england),,gb,round,300,5 minuites,its the bestest sighting i&#39ve seen yet,9/1/2004,52.664913,-1.034894,7,5,1999,23:00
7/5/2001 19:05,stellenbosch (south africa),,za,light,5,5 seconds,I PERSONALLY HAVE SEEN  8 U.F.O&#39S IN STELLENBOSCH R.S.A. IN THE PAST 4 YEARS.THE CRAFT USUALLY APPEARS AS A BRIGHT LIGHT FLOATING SLOWL,10/12/2001,-33.932104,18.860152,7,5,2001,19:05
7/5/2001 22:30,klaipeda (lithuania),,lt,light,6,6 sekonds,It was very fast and manouvering &#44 it was able to jump from one point to another&#44 it was very bright,3/4/2003,55.712622,21.135219,7,5,2001,22:30
7/5/2002 1:25,brampton (canada),on,ca,light,15,15 seconds,Two bright flashes in Eastern sky 15 seconds apart.,7/26/2002,43.683333,-79.766667,7,5,2002,1:25
7/5/2002 23:01,st. catharines (canada),on,ca,light,6,5-6 seconds,Satelites don&#39t &quot;zig zag&quot;&#44 so what did I see?,7/26/2002,43.166667,-79.233333,7,5,2002,23:01
7/5/2003 2:30,al-ain (uae),,ae,disk,300,5 min,The Disks went sraight over my house and the radio started breaking up.,7/16/2003,24.2075,55.744722,7,5,2003,2:30
7/5/2003 22:30,pickering (canada),on,ca,round,20,10-20  seconds,The light went up and down a few times then went in a circular motion and dissapeared within seconds.,1/17/2004,43.866667,-79.033333,7,5,2003,22:30
7/5/2004 9:24,arnhem (netherlands),,nl,round,120,2 min,oval object moving like jet-liner from north to south &#44 location Netherlands&#44 Arnhem,9/1/2004,51.985103,5.89873,7,5,2004,9:24
7/5/2005 2:00,st. catharines (canada),on,ca,disk,600,10 miuntes,Saucer Lands In Canada,7/13/2005,43.166667,-79.233333,7,5,2005,2:00
7/5/2005 19:48,brisbane (qld&#44 australia),,au,disk,120,19:48 - 19:50,Kept flying then vanished after certain amount of time,7/13/2005,-27.47101,153.024292,7,5,2005,19:48
7/5/2006 0:00,lajoskomarom/mezokomarom (hungary),,hu,round,600,10 minutes,It was warm night. I have tooth pain. I go to my garden. I see this light coming to the field. it was coming down to the earth. then no,7/16/2006,46.827648,18.293447,7,5,2006,0:00
7/5/2006 3:00,thunder bay (canada),on,ca,light,420,5-7 minutes,3 seperate craft seen over Lake Superior&#44 each a single blue/ white light&#44 odd flight patterns occured.,3/4/2008,48.4,-89.233333,7,5,2006,3:00
7/5/2007 17:08,uk/england,,gb,disk,1,split second,X1 - UO captured on film at 420th of a second while photographing a rainbow. Object moved out of frame in 1/4 of a second.,11/28/2007,52.355518,-1.17432,7,5,2007,17:08
7/5/2007 22:30,parksville (canada),bc,ca,light,600,5 - 10 min,The light was brighter than anything I&#39ve ever seen in the sky &amp; hovered in one place.,8/7/2007,49.3,-124.316667,7,5,2007,22:30
7/5/2008 1:20,brooklin (canada),on,ca,light,90,1min 30 sec,Bright white light crossed paths with a N/E bound airliner&#44 then shot off to the east at an unbelieveable rate of speed.,8/12/2008,43.958333,-78.959722,7,5,2008,1:20
7/5/2008 1:30,london (uk/england),,gb,light,3600,1hour,STRANGE LIGHT,8/12/2008,51.514125,-0.093689,7,5,2008,1:30
7/5/2009 19:45,peterborough (uk/england),,gb,cylinder,45,45 seconds,A grey cylinder / disc shaped object which was hovering&#44 dropped a foot and disappeared,8/5/2009,52.583333,-0.25,7,5,2009,19:45
7/5/2009 23:15,bournemouth (uk/england),,gb,cylinder,300,5 minutes,orange orb followed by star type orb( multiple witness event),8/5/2009,50.716667,-1.883333,7,5,2009,23:15
7/5/2012 6:30,melbourne (australia),,au,cylinder,600,10 minutes,Morphing UFO cigar shaped in melbourne australia,8/5/2012,-37.813938,144.963425,7,5,2012,6:30
7/6/1999 15:00,st.catharine&#39s (canada),on,ca,cylinder,2,a few seconds,HBCCUFO CANADIAN REPORT:  Silver-Bullet Shaped Object.,5/4/2004,43.159375,-79.246863,7,6,1999,15:00
7/6/2000 1:30,blood-vein river (canada),mb,ca,other/unspecified,7,7 seconds,Unknown military aircraft over wilderness in Manitoba,2/18/2001,51.790278,-96.715278,7,6,2000,1:30
7/6/2001 19:00,thornbury&#44 bristol uk (england),,gb,round,30,30 seconds,White spherical craft seen in evening near to Sun &#44 vanishing at incredible speed .,8/12/2001,51.602987,-2.580896,7,6,2001,19:00
7/6/2002 0:30,saskatoon (canada),sk,ca,triangle,60,1 minute,Large Black Triangle&#44 no lights or sound&#44 south to north&#44 night-time&#44 3/4 moon&#44 partly cloudy,1/22/2004,52.133333,-106.666667,7,6,2002,0:30
7/6/2002 1:30,edmonton (canada),ab,ca,disk,10,10 seconds,Huge&#44 motionless craft hovers silently above an army base,7/26/2002,53.55,-113.5,7,6,2002,1:30
7/6/2002 21:00,moose mountain (canada),nb,ca,triangle,300,5 min,NEW BRUNSWICK FARMER,11/2/2004,46.616667,-67.616667,7,6,2002,21:00
7/6/2002 23:45,middleton (annapolis valley) (canada),ns,ca,light,600,10 minutes,Light Show Over The North Mountain,8/16/2002,44.95,-65.066667,7,6,2002,23:45
7/6/2003 0:08,porthmadog (uk/wales),,gb,other/unspecified,60,1 min,LOoked up to see a flashing orb,7/16/2003,52.933333,-4.116667,7,6,2003,0:08
7/6/2003 16:05,chichen itza (yucatan) (mexico),,mx,round,5,5 sec,2 sec appearance on video while climbing piramid in chichen Itza Pen Yucat&aacute;n M&eacute;xico,7/16/2003,20.682618,-88.568644,7,6,2003,16:05
7/6/2003 20:30,bahia de los angeles (baja&#44 mexico),,mx,egg/teardrop,600,less than 10 minutes,glowing ball flying from south to north at the south end of the bay...  Bahia De Los Angeles Baja California Norte,3/28/2004,28.951915,-113.562434,7,6,2003,20:30
7/6/2003 21:30,winnipeg (hecla provincial park) (canada),mb,ca,other/unspecified,10,approx:10 seconds,HBCCUFO CANADIAN REPORT:  Object made a very quick and very sharp U-turn.,7/16/2003,49.883333,-97.166667,7,6,2003,21:30
7/7/2003,undisclosed,,ca,other/unspecified,180,3 minutes,HBCCUFO CANADIAN REPORT:  Pictures Of An Unknown Craft&#44 Daylight Sighting.,8/28/2003,41.213673,-74.494364,7,7,2003,0:00
7/6/2004 3:15,marmaris (turkey),,tr,triangle,10,10 seconds,UFO Sighting over Turkey,7/25/2004,36.850566,28.255586,7,6,2004,3:15
7/6/2004 12:00,cambridgeshire (uk/england),,gb,rectangle,1500,25 minutes,Cambridgeshire&#44 England. The conditions were excellent: blue skies&#44 with a few sizable white clouds making an appearance. At around 11:,7/8/2004,52.333333,0.083333,7,6,2004,12:00
7/6/2004 21:55,tel aviv (israel),,il,light,2700,45 min,One to four strange unusual lights appear then dim&#44 disappear&#44 and reappear over Jaffa/Tel Aviv&#44 Israel.,7/8/2004,32.0853,34.781768,7,6,2004,21:55
7/6/2005 19:10,ottawa (canada),on,ca,other/unspecified,30,20-30seconds,an object travelling at an alarming speed across the sky,7/13/2005,45.416667,-75.7,7,6,2005,19:10
7/6/2005 23:15,plymouth (uk/england),,gb,light,20,20 seconds,2 lights on 1 object&#44 very low&#44 very slow&#44 and making no noise at all.,9/2/2005,50.396389,-4.138611,7,6,2005,23:15
7/6/2007 22:30,vancouver (canada),bc,ca,other/unspecified,6,6 seconds,Stationary star that then moved and shot off into space&#44 leaving light trail behind that followed&#44 incredible speed.,7/4/2012,49.25,-123.133333,7,6,2007,22:30
7/6/2008 1:00,new glasgow (canada),ns,ca,changing,2,2 seconds,Wow,8/12/2008,45.583333,-62.633333,7,6,2008,1:00
7/6/2008 22:00,northhampton (uk/england),,gb,light,3600,n/a atleast an hour,orange lights in my field moving in random direcions,10/31/2008,52.240477,-0.902656,7,6,2008,22:00
7/6/2009 8:30,whitby (canada),on,ca,light,10,10 seconds,Strong contrasting light&#44 quick disappearance,8/5/2009,43.866667,-78.933333,7,6,2009,8:30
7/6/2010 21:30,ho chi minh city (viet nam),,vn,round,10800,3 hours,UFO sighting in Vietnam,7/10/2010,10.823099,106.629664,7,6,2010,21:30
7/6/2011 20:35,morin heights (canada),qc,ca,round,300,5 minutes,Two &quot;whitish&quot; circular lights in the sky moving at a constant speed&#44 without changing direction.,7/17/2011,45.903826,-74.245745,7,6,2011,20:35
7/6/2012 22:01,yukon,ok,ca,flare,120,2 minutes,Red fireball Oklahoma canadian low flying,8/5/2012,35.5066667,-97.7622222,7,6,2012,22:01
7/6/2012 23:45,kingston (canada),on,ca,round,5,5 seconds,Circular silent light descending in a half circle from approximately 5-thousand feet through to 4500 feet in a cloudless&#44 evening sky.,8/5/2012,44.233333,-76.483333,7,6,2012,23:45
7/6/2013 0:00,riga (latvia),,lv,flare,120,2 minutes,2 shari krasnogo chveta za 10 sek prileteli iz daleka I ostanovilis vozle moego okna neskolko minut I y zvala muja apotom oni uleteli b,7/14/2013,56.949649,24.105186,7,6,2013,0:00
7/6/2013 0:30,cornwall (canada),on,ca,triangle,20,20 seconds,A wonderful aircraft&#44 but spooky.,7/14/2013,46.24,-63.21,7,6,2013,0:30
7/6/2013 21:45,toronto (scarborough) (canada),on,ca,round,300,5 minutes,Bright blue orb in Toronto.,7/14/2013,43.666667,-79.416667,7,6,2013,21:45
7/7/1955 14:00,uk/england (rural),,gb,disk,600,10 minutes,1955+/-&#44 multiple identical circular saucers in formation&#44 spinning&#44 slow-moving&#44 low&#44  30&#39 dia.?&#44 visual only.,2/1/2007,52.355518,-1.17432,7,7,1955,14:00
7/7/1978 15:00,salisbury (uk/england),,gb,other/unspecified,120,2mins,silent lights in the sky &#44appearing and dissappearing &#44about 30 m.p.h. over a millatary airfield.,11/20/2001,51.066667,-1.783333,7,7,1978,15:00
7/7/1987 13:00,ciolpani (romania),,ro,disk,300,5 minutes,Stationary object above Lake of Snagov.,1/17/2004,44.72724,26.10957,7,7,1987,13:00
7/7/1990 21:30,gatineau (canada),pq,ca,triangle,20,20 sec.,It was a summer night. I was about 13 or 14 years old back then. I went outside on my parent&#39s bedroom blacony (4th floor of an appartm,7/23/2003,45.483333,-75.65,7,7,1990,21:30
7/7/1994 7:30,nr alton (uk/england),,gb,rectangle,120,1-2 minutes,Daylight.  Large rectangular (not cigar) stationary in sky.,11/11/2013,51.14869,-0.9872,7,7,1994,7:30
7/7/1995 0:00,melbourne (vic&#44 australia),,au,flare,2,2 seconds,Huge fireball that lit up the sky&#44 and lit up the surroundings. It looked like a shooting star. But it was so bright and in our atmosph,5/24/1999,-37.813938,144.963425,7,7,1995,0:00
7/7/1995 15:00,canada,bc,ca,other/unspecified,10,10 sec.,Woman on flight from AK to Seattle sees bizarre&#44 metallic-looking cylinder pass under aircraft wing.  Exclnt written rept..,11/2/1999,53.726668,-127.647621,7,7,1995,15:00
7/7/1998 23:50,liverpool (uk/england),,gb,light,5,5 seconds,Liverpool July 98&#44 bright star like UFO. Moved at varied unexplainable speeds before disapering,1/17/2004,53.416667,-3,7,7,1998,23:50
7/7/2000 1:25,pembroke (canada),on,ca,other/unspecified,5,4-5 seconds,I saw something unexplainable and was concerned for the Military Base 8 miles away&#33,4/8/2002,45.816667,-77.116667,7,7,2000,1:25
7/7/2000 3:00,pointe claire (canada),pq,ca,light,1.5,1.5 sec,I was stargazing by river&#443 AM&#44saw a very bright meteor trail&#44lasted 1.5 secs&#44&#44prob is &#44it took a quick turn and vanished.,7/23/2000,45.471966,-73.799019,7,7,2000,3:00
7/7/2000 11:00,torrevieja (spain),,es,triangle,3600,1 hour,we all stopped at a  shop  in torrevieja / alicante spain and heard whizzling . as we looked up to the sky &#44 we saw three triangle shap,7/11/2000,37.9847,-0.680823,7,7,2000,11:00
7/7/2001 0:00,noshahr,,ir,light,1560,several hours,An object appearing like a star at night moving in various directions.,9/15/2005,36.648889,51.496111,7,7,2001,0:00
7/7/2001 4:20,vancouver (canada),bc,ca,round,7,7 seconds,Fireball Over Vancouver BC&#44 Pacific Northwest.,8/5/2001,49.25,-123.133333,7,7,2001,4:20
7/7/2001 7:20,bath (uk/england),,gb,disk,120,2 minutes,Bath&#44 Metallic disk/saucer&#44 2 minutes. 500 Lights On Object0: Yes,10/8/2007,51.379444,-2.365556,7,7,2001,7:20
7/7/2001 21:52,hellesylt (norway),,no,disk,2,unknown&#44 couple of second,Disk formed object discovered on a picture about a month after it was taken. This was in 2001,1/19/2005,62.086839,6.86481,7,7,2001,21:52
7/7/2002 20:03,belleville (canada),on,ca,cylinder,60,1 minute,Blinking out Cigar,8/16/2002,44.166667,-77.383333,7,7,2002,20:03
7/7/2002 23:46,malton (uk/england),,gb,round,600,10 minutes,it was sunday night and i had just turned the tv off and i heard something out side when i looked there where 3 bright disks in the dis,7/26/2002,54.133333,-0.8,7,7,2002,23:46
7/7/2003 22:30,verdun (canada),pq,ca,other/unspecified,6,5 to 6 seconds,HBCCUFO CANADIAN REPORT:  I received a telephone call on the UFO Hotline this morning from a gentleman who resides in Verdun&#44 Quebec.,7/16/2003,45.45,-73.566667,7,7,2003,22:30
7/7/2003 22:30,warninglid village (uk/england),,gb,light,120,2 minutes,light in sky &#44noise in room&#44 temporary paralysis&#44 keep waking back in bed. help me please?,7/16/2003,51.02081,-0.21921,7,7,2003,22:30
7/7/2004 1:00,burlington (canada),on,ca,light,300,5 min,I observed a series of bright lights following trajectory of a falling star(close range)&#44 and a erratically  moving light(long range ),7/13/2005,43.316667,-79.8,7,7,2004,1:00
7/7/2006 20:15,fuzhou (china),,cn,disk,300,5minutes,I saw ufo in the sky.  ((NUFORC Note:  No other information provided by witness.  PD)),7/16/2006,26.074508,119.296494,7,7,2006,20:15
7/7/2007 2:30,sydney (australia),,au,cylinder,3600,1hr,UFOs abduct me,8/7/2007,-33.861481,151.205475,7,7,2007,2:30
7/7/2007 22:39,sydney (australia),,au,other/unspecified,60,1 minute,A directional changing bright structured object that ascended up in Sydney.,8/7/2007,-33.861481,151.205475,7,7,2007,22:39
7/7/2007 23:10,hartlepool (uk/england),,gb,flare,120,2 mins,Soundless bright light seen over North East coast of England,8/7/2007,54.686111,-1.2125,7,7,2007,23:10
7/7/2008 14:30,toronto (canada),on,ca,diamond,1800,aprx 30 mins,Unidentifyed Object flying over Toronto&#44 ON&#44 CA Lakeshore.,3/19/2009,43.666667,-79.416667,7,7,2008,14:30
7/7/2008 23:08,huddersfield (uk/england),,gb,triangle,180,3 minutes,Multi lighted saucer shape doing zigzag flights over English deserted moor,8/12/2008,53.65,-1.783333,7,7,2008,23:08
7/7/2010 0:30,wellingborough,,gb,triangle,30,30 secs,Bright orange&#44 silent&#44 large upright triangle object,7/10/2010,52.302419,-0.693964,7,7,2010,0:30
7/7/2011 21:15,swindon (uk/england),,gb,flare,120,2 mins,07/07/11 21:15  Swindon   fireball/flame  travelled across night sky with no sound,7/17/2011,51.516667,-1.783333,7,7,2011,21:15
7/7/2012 10:50,kitchener (canada),on,ca,formation,6,6 seconds,3 white lights seen in kitchener&#44 ontario,8/5/2012,43.45,-80.5,7,7,2012,10:50
7/7/2012 22:00,regina (canada),sk,ca,flare,30,30 seconds,The time was around 10:00 p.m. and me and a friend were watching a storm from the top of a building. We were up there for about 20 minu,8/5/2012,50.45,-104.616667,7,7,2012,22:00
7/7/2012 23:06,ljungsbro (sweden),,se,round,60,1 minute,Slow endur&#44 high air 3000 m aprox&#44  nw-to-se,8/5/2012,58.506489,15.505829,7,7,2012,23:06
7/8/1997 22:00,koeklare (belgium),,be,other/unspecified,10,10 seconds,A Boomerang shaped&#44 Luminiscent&#44 crossing from East to West&#44 at considerable height&#44 at high speed.,5/13/2012,51.092903,2.979583,7,8,1997,22:00
7/8/1998 17:16,hilongos (leyte) (philippines),,ph,changing,600,10minutes,the object had landed in the other hill on the other side of the village we could still see it,11/26/2003,10.370812,124.753367,7,8,1998,17:16
7/8/2001 2:42,rawtenstall (uk/england),,gb,round,600,10mins,I SAW A UFO IN Rawtenstall..,8/20/2001,53.7,-2.283333,7,8,2001,2:42
7/8/2001 23:00,fergus (canada),on,ca,triangle,30,30 seconds,3 UFO&#39s spotted in Ontario,8/5/2001,43.7,-80.366667,7,8,2001,23:00
7/8/2002 18:00,sydney (nsw&#44 australia),,au,disk,1200,20 minutes,a disc shaped object was seen hovering in the Australian night sky,4/27/2004,-33.861481,151.205475,7,8,2002,18:00
7/8/2002 21:15,chilliwack (canada),bc,ca,triangle,3600,approx 1 hour,The crafts were quiet&#44 fast&#44 hovering and illuminated by several lights lining them.,7/26/2002,49.166667,-121.95,7,8,2002,21:15
7/8/2002 23:15,chihuahua (mexico),,mx,triangle,180,3min,Vimos una nave triangular con luz roja en cada punta del triangulo&#44 volaba a una velocidad baja a unos 200 mts de altura&#44 la noche esta,7/26/2002,28.632996,-106.0691,7,8,2002,23:15
